SURVEY_YEAR,NAME,MEASURE_NAME,COL_START_DATE,COL_END_DATE,RATE,TOTAL,MEASURE_DESCRIPTION,time,CYCLE,state
2024,Louisiana,EXPENSE,"May 28, 2024","June 24, 2024",44.2,1292854,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,06,22
2024,Louisiana,FOODFORCHLD1,"May 28, 2024","June 24, 2024",46.7,550503,Adults in households where children currently receive food assistance,2024,06,22
2024,Louisiana,FOODSCARCE,"May 28, 2024","June 24, 2024",13.0,377557,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,06,22
2024,Louisiana,GASIMPACT,"May 28, 2024","June 24, 2024",54.7,1458782,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,06,22
2024,Louisiana,LONELY,"May 28, 2024","June 24, 2024",44.5,1347100,"Adults who reported feeling lonely sometimes, usually, or always.",2024,06,22
2024,Louisiana,LONGCOVID_1,"May 28, 2024","June 24, 2024",29.4,405419,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,06,22
2024,Louisiana,PRICEINCR,"May 28, 2024","June 24, 2024",88.5,2623914,Adults who think prices have increased in the area where they live and shop in the last two months,2024,06,22
2024,Louisiana,PRICEWORRY,"May 28, 2024","June 24, 2024",84.7,2453283,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,06,22
2024,Maine,DISPLACED,"May 28, 2024","June 24, 2024",3.7,36769,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,06,23
2024,Maine,DISPLACEDTIME,"May 28, 2024","June 24, 2024",2.8,994,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,06,23
2024,Maine,EMOTIONAL,"May 28, 2024","June 24, 2024",78.6,808831,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,06,23
2024,Maine,ENERGYBILL,"May 28, 2024","June 24, 2024",24.9,246811,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,06,23
2024,Maine,EVICTFOR,"May 28, 2024","June 24, 2024",27.1,20037,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,06,23
2024,Maine,EXPENSE,"May 28, 2024","June 24, 2024",29.7,301540,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,06,23
2024,Maine,FOODFORCHLD1,"May 28, 2024","June 24, 2024",55.2,173933,Adults in households where children currently receive food assistance,2024,06,23
2024,Maine,FOODSCARCE,"May 28, 2024","June 24, 2024",11.9,120686,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,06,23
2024,Maine,GASIMPACT,"May 28, 2024","June 24, 2024",47.2,463315,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,06,23
2024,Maine,LONELY,"May 28, 2024","June 24, 2024",36.7,377026,"Adults who reported feeling lonely sometimes, usually, or always.",2024,06,23
2024,Maine,LONGCOVID_1,"May 28, 2024","June 24, 2024",25.3,142263,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,06,23
2024,Maine,PRICEINCR,"May 28, 2024","June 24, 2024",79.7,812013,Adults who think prices have increased in the area where they live and shop in the last two months,2024,06,23
2024,Maine,PRICEWORRY,"May 28, 2024","June 24, 2024",73.2,740537,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,06,23
2024,Maryland,DISPLACED,"May 28, 2024","June 24, 2024",0.3,12889,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,06,24
2024,Maryland,DISPLACEDTIME,"May 28, 2024","June 24, 2024",10.4,1335,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,06,24
2024,Maryland,EMOTIONAL,"May 28, 2024","June 24, 2024",80.4,3374194,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,06,24
2024,Maryland,ENERGYBILL,"May 28, 2024","June 24, 2024",22.4,881369,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,06,24
2024,Maryland,EVICTFOR,"May 28, 2024","June 24, 2024",24.9,72632,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,06,24
2024,Maryland,EXPENSE,"May 28, 2024","June 24, 2024",35.3,1446314,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,06,24
2024,Maryland,FOODFORCHLD1,"May 28, 2024","June 24, 2024",34.0,493400,Adults in households where children currently receive food assistance,2024,06,24
2024,Maryland,FOODSCARCE,"May 28, 2024","June 24, 2024",10.3,422673,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,06,24
2024,Maryland,GASIMPACT,"May 28, 2024","June 24, 2024",49.4,1921564,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,06,24
2024,Maryland,LONELY,"May 28, 2024","June 24, 2024",42.9,1802763,"Adults who reported feeling lonely sometimes, usually, or always.",2024,06,24
2024,Maryland,LONGCOVID_1,"May 28, 2024","June 24, 2024",26.4,624468,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,06,24
2024,Maryland,PRICEINCR,"May 28, 2024","June 24, 2024",80.9,3355446,Adults who think prices have increased in the area where they live and shop in the last two months,2024,06,24
2024,Maryland,PRICEWORRY,"May 28, 2024","June 24, 2024",74.8,3075401,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,06,24
2024,Massachusetts,DISPLACED,"May 28, 2024","June 24, 2024",0.7,32653,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,06,25
2024,Massachusetts,DISPLACEDTIME,"May 28, 2024","June 24, 2024",35.1,10189,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,06,25
2024,Massachusetts,EMOTIONAL,"May 28, 2024","June 24, 2024",79.7,3901158,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,06,25
2024,Massachusetts,ENERGYBILL,"May 28, 2024","June 24, 2024",24.4,1114607,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,06,25
2024,Massachusetts,EVICTFOR,"May 28, 2024","June 24, 2024",35.3,93248,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,06,25
2024,Massachusetts,EXPENSE,"May 28, 2024","June 24, 2024",32.3,1535517,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,06,25
2024,Massachusetts,FOODFORCHLD1,"May 28, 2024","June 24, 2024",56.8,826379,Adults in households where children currently receive food assistance,2024,06,25
2024,Massachusetts,FOODSCARCE,"May 28, 2024","June 24, 2024",10.3,484768,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,06,25
2024,Massachusetts,GASIMPACT,"May 28, 2024","June 24, 2024",45.0,2030143,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,06,25
2024,Massachusetts,LONELY,"May 28, 2024","June 24, 2024",43.1,2108601,"Adults who reported feeling lonely sometimes, usually, or always.",2024,06,25
2024,Massachusetts,LONGCOVID_1,"May 28, 2024","June 24, 2024",22.6,710409,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,06,25
2024,Massachusetts,PRICEINCR,"May 28, 2024","June 24, 2024",78.6,3769904,Adults who think prices have increased in the area where they live and shop in the last two months,2024,06,25
2024,Massachusetts,PRICEWORRY,"May 28, 2024","June 24, 2024",74.4,3538181,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,06,25
2024,Michigan,DISPLACED,"May 28, 2024","June 24, 2024",1.7,112627,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,06,26
2024,Michigan,DISPLACEDTIME,"May 28, 2024","June 24, 2024",59.1,66511,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,06,26
2024,Michigan,EMOTIONAL,"May 28, 2024","June 24, 2024",82.3,5696139,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,06,26
2024,Michigan,ENERGYBILL,"May 28, 2024","June 24, 2024",26.2,1706424,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,06,26
2024,Michigan,EVICTFOR,"May 28, 2024","June 24, 2024",35.7,106019,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,06,26
2024,Michigan,EXPENSE,"May 28, 2024","June 24, 2024",36.2,2432283,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,06,26
2024,Michigan,FOODFORCHLD1,"May 28, 2024","June 24, 2024",49.5,1116701,Adults in households where children currently receive food assistance,2024,06,26
2024,Michigan,FOODSCARCE,"May 28, 2024","June 24, 2024",11.2,748092,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,06,26
2024,Michigan,GASIMPACT,"May 28, 2024","June 24, 2024",53.0,3411298,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,06,26
2024,Michigan,LONELY,"May 28, 2024","June 24, 2024",44.7,3101409,"Adults who reported feeling lonely sometimes, usually, or always.",2024,06,26
2024,Michigan,LONGCOVID_1,"May 28, 2024","June 24, 2024",34.1,1264635,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,06,26
2024,Michigan,PRICEINCR,"May 28, 2024","June 24, 2024",83.6,5672610,Adults who think prices have increased in the area where they live and shop in the last two months,2024,06,26
2024,Michigan,PRICEWORRY,"May 28, 2024","June 24, 2024",80.5,5435695,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,06,26
2024,Minnesota,DISPLACED,"May 28, 2024","June 24, 2024",0.1,4191,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,06,27
2024,Minnesota,DISPLACEDTIME,"May 28, 2024","June 24, 2024",100.0,4191,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,06,27
2024,Minnesota,EMOTIONAL,"May 28, 2024","June 24, 2024",81.4,3163369,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,06,27
2024,Minnesota,ENERGYBILL,"May 28, 2024","June 24, 2024",21.1,778316,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,06,27
2024,Minnesota,EVICTFOR,"May 28, 2024","June 24, 2024",24.8,40822,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,06,27
2024,Minnesota,EXPENSE,"May 28, 2024","June 24, 2024",32.6,1237050,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,06,27
2024,Minnesota,FOODFORCHLD1,"May 28, 2024","June 24, 2024",48.1,618010,Adults in households where children currently receive food assistance,2024,06,27
2024,Minnesota,FOODSCARCE,"May 28, 2024","June 24, 2024",9.3,353429,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,06,27
2024,Minnesota,GASIMPACT,"May 28, 2024","June 24, 2024",48.1,1765630,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,06,27
2024,Minnesota,LONELY,"May 28, 2024","June 24, 2024",38.7,1506446,"Adults who reported feeling lonely sometimes, usually, or always.",2024,06,27
2024,Minnesota,LONGCOVID_1,"May 28, 2024","June 24, 2024",29.1,667335,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,06,27
2024,Minnesota,PRICEINCR,"May 28, 2024","June 24, 2024",74.8,2842424,Adults who think prices have increased in the area where they live and shop in the last two months,2024,06,27
2024,Minnesota,PRICEWORRY,"May 28, 2024","June 24, 2024",72.5,2745911,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,06,27
2024,Mississippi,DISPLACED,"May 28, 2024","June 24, 2024",0.9,16569,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,06,28
2024,Mississippi,DISPLACEDTIME,"May 28, 2024","June 24, 2024",36.5,6050,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,06,28
2024,Mississippi,EMOTIONAL,"May 28, 2024","June 24, 2024",74.5,1409014,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,06,28
2024,Mississippi,ENERGYBILL,"May 28, 2024","June 24, 2024",30.1,517387,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,06,28
2024,Mississippi,EVICTFOR,"May 28, 2024","June 24, 2024",34.1,51763,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,06,28
2024,Mississippi,EXPENSE,"May 28, 2024","June 24, 2024",46.9,846534,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,06,28
2024,Mississippi,FOODFORCHLD1,"May 28, 2024","June 24, 2024",44.8,309011,Adults in households where children currently receive food assistance,2024,06,28
2024,Mississippi,FOODSCARCE,"May 28, 2024","June 24, 2024",17.2,311275,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,06,28
2024,Mississippi,GASIMPACT,"May 28, 2024","June 24, 2024",59.5,1009250,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,06,28
2024,Mississippi,LONELY,"May 28, 2024","June 24, 2024",47.1,890238,"Adults who reported feeling lonely sometimes, usually, or always.",2024,06,28
2024,Mississippi,LONGCOVID_1,"May 28, 2024","June 24, 2024",35.2,328775,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,06,28
2024,Mississippi,PRICEINCR,"May 28, 2024","June 24, 2024",91.3,1679607,Adults who think prices have increased in the area where they live and shop in the last two months,2024,06,28
2024,Mississippi,PRICEWORRY,"May 28, 2024","June 24, 2024",85.1,1530002,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,06,28
2024,Missouri,DISPLACED,"May 28, 2024","June 24, 2024",1.7,65787,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,06,29
2024,Missouri,DISPLACEDTIME,"May 28, 2024","June 24, 2024",30.7,20182,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,06,29
2024,Missouri,EMOTIONAL,"May 28, 2024","June 24, 2024",80.4,3260649,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,06,29
2024,Missouri,ENERGYBILL,"May 28, 2024","June 24, 2024",21.4,808972,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,06,29
2024,Missouri,EVICTFOR,"May 28, 2024","June 24, 2024",42.0,61338,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,06,29
2024,Missouri,EXPENSE,"May 28, 2024","June 24, 2024",38.1,1525993,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,06,29
2024,Missouri,FOODFORCHLD1,"May 28, 2024","June 24, 2024",27.7,386747,Adults in households where children currently receive food assistance,2024,06,29
2024,Missouri,FOODSCARCE,"May 28, 2024","June 24, 2024",11.1,439569,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,06,29
2024,Missouri,GASIMPACT,"May 28, 2024","June 24, 2024",50.6,1901152,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,06,29
2024,Missouri,LONELY,"May 28, 2024","June 24, 2024",41.3,1684504,"Adults who reported feeling lonely sometimes, usually, or always.",2024,06,29
2024,Missouri,LONGCOVID_1,"May 28, 2024","June 24, 2024",36.9,757564,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,06,29
2024,Missouri,PRICEINCR,"May 28, 2024","June 24, 2024",82.1,3309701,Adults who think prices have increased in the area where they live and shop in the last two months,2024,06,29
2024,Missouri,PRICEWORRY,"May 28, 2024","June 24, 2024",81.5,3270264,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,06,29
2024,Montana,DISPLACED,"May 28, 2024","June 24, 2024",0.9,7051,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,06,30
2024,Montana,DISPLACEDTIME,"May 28, 2024","June 24, 2024",17.0,1011,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,06,30
2024,Montana,EMOTIONAL,"May 28, 2024","June 24, 2024",84.8,690100,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,06,30
2024,Montana,ENERGYBILL,"May 28, 2024","June 24, 2024",21.2,165244,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,06,30
2024,Montana,EVICTFOR,"May 28, 2024","June 24, 2024",33.2,12073,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,06,30
2024,Montana,EXPENSE,"May 28, 2024","June 24, 2024",41.3,331834,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,06,30
2024,Montana,FOODFORCHLD1,"May 28, 2024","June 24, 2024",28.8,71753,Adults in households where children currently receive food assistance,2024,06,30
2024,Montana,FOODSCARCE,"May 28, 2024","June 24, 2024",9.4,74944,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,06,30
2024,Montana,GASIMPACT,"May 28, 2024","June 24, 2024",55.4,428288,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,06,30
2024,Montana,LONELY,"May 28, 2024","June 24, 2024",45.9,372964,"Adults who reported feeling lonely sometimes, usually, or always.",2024,06,30
2024,Montana,LONGCOVID_1,"May 28, 2024","June 24, 2024",36.8,152447,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,06,30
2024,Montana,PRICEINCR,"May 28, 2024","June 24, 2024",83.7,671371,Adults who think prices have increased in the area where they live and shop in the last two months,2024,06,30
2024,Montana,PRICEWORRY,"May 28, 2024","June 24, 2024",82.7,661899,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,06,30
2024,Nebraska,DISPLACED,"May 28, 2024","June 24, 2024",0.3,4342,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,06,31
2024,Nebraska,DISPLACEDTIME,"May 28, 2024","June 24, 2024",84.7,3677,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,06,31
2024,Nebraska,EMOTIONAL,"May 28, 2024","June 24, 2024",82.3,1072337,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,06,31
2024,Nebraska,ENERGYBILL,"May 28, 2024","June 24, 2024",18.8,231814,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,06,31
2024,Nebraska,EVICTFOR,"May 28, 2024","June 24, 2024",37.3,26742,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,06,31
2024,Nebraska,EXPENSE,"May 28, 2024","June 24, 2024",32.6,416320,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,06,31
2024,Nebraska,FOODFORCHLD1,"May 28, 2024","June 24, 2024",27.1,130662,Adults in households where children currently receive food assistance,2024,06,31
2024,Nebraska,FOODSCARCE,"May 28, 2024","June 24, 2024",10.8,137450,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,06,31
2024,Nebraska,GASIMPACT,"May 28, 2024","June 24, 2024",51.4,621580,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,06,31
2024,Nebraska,LONELY,"May 28, 2024","June 24, 2024",41.0,535120,"Adults who reported feeling lonely sometimes, usually, or always.",2024,06,31
2024,Nebraska,LONGCOVID_1,"May 28, 2024","June 24, 2024",33.6,208222,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,06,31
2024,Nebraska,PRICEINCR,"May 28, 2024","June 24, 2024",85.3,1099587,Adults who think prices have increased in the area where they live and shop in the last two months,2024,06,31
2024,Nebraska,PRICEWORRY,"May 28, 2024","June 24, 2024",81.7,1044424,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,06,31
2024,Nevada,DISPLACED,"May 28, 2024","June 24, 2024",0.2,4290,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,06,32
2024,Nevada,DISPLACEDTIME,"May 28, 2024","June 24, 2024",68.7,2946,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,06,32
2024,Nevada,EMOTIONAL,"May 28, 2024","June 24, 2024",76.5,1685744,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,06,32
2024,Nevada,ENERGYBILL,"May 28, 2024","June 24, 2024",27.1,551976,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,06,32
2024,Nevada,EVICTFOR,"May 28, 2024","June 24, 2024",37.8,46824,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,06,32
2024,Nevada,EXPENSE,"May 28, 2024","June 24, 2024",37.4,807321,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,06,32
2024,Nevada,FOODFORCHLD1,"May 28, 2024","June 24, 2024",57.9,472200,Adults in households where children currently receive food assistance,2024,06,32
2024,Nevada,FOODSCARCE,"May 28, 2024","June 24, 2024",12.5,269108,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,06,32
2024,Nevada,GASIMPACT,"May 28, 2024","June 24, 2024",56.7,1145181,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,06,32
2024,Nevada,LONELY,"May 28, 2024","June 24, 2024",42.2,927963,"Adults who reported feeling lonely sometimes, usually, or always.",2024,06,32
2024,Nevada,LONGCOVID_1,"May 28, 2024","June 24, 2024",35.3,365824,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,06,32
2024,Nevada,PRICEINCR,"May 28, 2024","June 24, 2024",86.0,1868359,Adults who think prices have increased in the area where they live and shop in the last two months,2024,06,32
2024,Nevada,PRICEWORRY,"May 28, 2024","June 24, 2024",82.1,1779683,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,06,32
2024,New Hampshire,DISPLACED,"May 28, 2024","June 24, 2024",0.2,1993,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,06,33
2024,New Hampshire,DISPLACEDTIME,"May 28, 2024","June 24, 2024",77.7,1548,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,06,33
2024,New Hampshire,EMOTIONAL,"May 28, 2024","June 24, 2024",83.5,849415,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,06,33
2024,New Hampshire,ENERGYBILL,"May 28, 2024","June 24, 2024",20.6,200198,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,06,33
2024,New Hampshire,EVICTFOR,"May 28, 2024","June 24, 2024",31.1,19580,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,06,33
2024,New Hampshire,EXPENSE,"May 28, 2024","June 24, 2024",29.9,298431,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,06,33
2024,New Hampshire,FOODFORCHLD1,"May 28, 2024","June 24, 2024",11.0,27791,Adults in households where children currently receive food assistance,2024,06,33
2024,New Hampshire,FOODSCARCE,"May 28, 2024","June 24, 2024",10.0,99429,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,06,33
2024,New Hampshire,GASIMPACT,"May 28, 2024","June 24, 2024",47.0,452482,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,06,33
2024,New Hampshire,LONELY,"May 28, 2024","June 24, 2024",41.9,427647,"Adults who reported feeling lonely sometimes, usually, or always.",2024,06,33
2024,New Hampshire,LONGCOVID_1,"May 28, 2024","June 24, 2024",28.6,181699,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,06,33
2024,New Hampshire,PRICEINCR,"May 28, 2024","June 24, 2024",79.4,800646,Adults who think prices have increased in the area where they live and shop in the last two months,2024,06,33
2024,New Hampshire,PRICEWORRY,"May 28, 2024","June 24, 2024",73.4,732748,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,06,33
2024,New Jersey,DISPLACED,"May 28, 2024","June 24, 2024",0.8,50075,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,06,34
2024,New Jersey,DISPLACEDTIME,"May 28, 2024","June 24, 2024",11.9,5937,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,06,34
2024,New Jersey,EMOTIONAL,"May 28, 2024","June 24, 2024",80.8,5022219,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,06,34
2024,New Jersey,ENERGYBILL,"May 28, 2024","June 24, 2024",25.9,1511276,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,06,34
2024,New Jersey,EVICTFOR,"May 28, 2024","June 24, 2024",24.1,95561,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,06,34
2024,New Jersey,EXPENSE,"May 28, 2024","June 24, 2024",34.0,2082311,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,06,34
2024,New Jersey,FOODFORCHLD1,"May 28, 2024","June 24, 2024",24.3,530704,Adults in households where children currently receive food assistance,2024,06,34
2024,New Jersey,FOODSCARCE,"May 28, 2024","June 24, 2024",10.1,614127,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,06,34
2024,New Jersey,GASIMPACT,"May 28, 2024","June 24, 2024",48.6,2815020,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,06,34
2024,New Jersey,LONELY,"May 28, 2024","June 24, 2024",38.1,2377706,"Adults who reported feeling lonely sometimes, usually, or always.",2024,06,34
2024,New Jersey,LONGCOVID_1,"May 28, 2024","June 24, 2024",27.9,987150,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,06,34
2024,New Jersey,PRICEINCR,"May 28, 2024","June 24, 2024",83.3,5130547,Adults who think prices have increased in the area where they live and shop in the last two months,2024,06,34
2024,New Jersey,PRICEWORRY,"May 28, 2024","June 24, 2024",77.5,4734112,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,06,34
2024,New Mexico,DISPLACED,"May 28, 2024","June 24, 2024",0.9,12263,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,06,35
2024,New Mexico,DISPLACEDTIME,"May 28, 2024","June 24, 2024",67.6,7839,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,06,35
2024,New Mexico,EMOTIONAL,"May 28, 2024","June 24, 2024",76.8,1126561,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,06,35
2024,New Mexico,ENERGYBILL,"May 28, 2024","June 24, 2024",25.1,345612,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,06,35
2024,New Mexico,EVICTFOR,"May 28, 2024","June 24, 2024",23.9,19359,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,06,35
2024,New Mexico,EXPENSE,"May 28, 2024","June 24, 2024",35.6,507266,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,06,35
2024,New Mexico,FOODFORCHLD1,"May 28, 2024","June 24, 2024",57.3,288266,Adults in households where children currently receive food assistance,2024,06,35
2024,New Mexico,FOODSCARCE,"May 28, 2024","June 24, 2024",11.9,168837,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,06,35
2024,New Mexico,GASIMPACT,"May 28, 2024","June 24, 2024",50.9,695612,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,06,35
2024,New Mexico,LONELY,"May 28, 2024","June 24, 2024",41.9,614367,"Adults who reported feeling lonely sometimes, usually, or always.",2024,06,35
2024,New Mexico,LONGCOVID_1,"May 28, 2024","June 24, 2024",33.1,251856,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,06,35
2024,New Mexico,PRICEINCR,"May 28, 2024","June 24, 2024",82.8,1195131,Adults who think prices have increased in the area where they live and shop in the last two months,2024,06,35
2024,New Mexico,PRICEWORRY,"May 28, 2024","June 24, 2024",79.3,1132325,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,06,35
2024,New York,DISPLACED,"May 28, 2024","June 24, 2024",1.8,222011,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,06,36
2024,New York,DISPLACEDTIME,"May 28, 2024","June 24, 2024",27.4,60872,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,06,36
2024,New York,EMOTIONAL,"May 28, 2024","June 24, 2024",78.1,10155465,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,06,36
2024,New York,ENERGYBILL,"May 28, 2024","June 24, 2024",30.0,3593259,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,06,36
