data_type_code,time_slot_id,seasonally_adj,category_code,cell_value,error_data,time,us,series_name,plot_groupings
OCC,0,no,ESTIMATE,112453,no,2009-Q2,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,112381,no,2009-Q3,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,112485,no,2009-Q4,1,Total Occupied housing Units,Total Housing Units
OCCUSE,0,no,ESTIMATE,2133,no,2009-Q1,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,2009,no,2009-Q2,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,2135,no,2009-Q4,1,Held Off the Market and for Occasional Use,Vacant Inventory
RNTSLD,0,no,ESTIMATE,941,no,2009-Q1,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1083,no,2009-Q2,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1073,no,2009-Q3,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,909,no,2009-Q4,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
SALE,0,no,ESTIMATE,2123,no,2009-Q1,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,1921,no,2009-Q2,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,2000,no,2009-Q3,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,2100,no,2009-Q4,1,Vacant Housing Units For Sale,Vacant Inventory
SEASON,0,no,ESTIMATE,4918,no,2009-Q1,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,4623,no,2009-Q2,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,4654,no,2009-Q3,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,4658,no,2009-Q4,1,Seasonal Vacant Housing Units,Vacant Inventory
TOTAL,0,no,ESTIMATE,131001,no,2009-Q1,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,131207,no,2009-Q2,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,131375,no,2009-Q3,1,Total Housing Units,Total Housing Units
URE,0,no,ESTIMATE,1294,no,2009-Q1,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1173,no,2009-Q2,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1143,no,2009-Q3,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1178,no,2009-Q4,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
VACANT,0,no,ESTIMATE,18752,no,2009-Q2,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,18996,no,2009-Q3,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,19006,no,2009-Q4,1,Total Vacant Housing Units,Total Housing Units
YRVAC,0,no,ESTIMATE,14220,no,2009-Q1,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,14130,no,2009-Q2,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,14342,no,2009-Q3,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,14348,no,2009-Q4,1,Year-Round Vacant Housing Units,Vacant Inventory
HOR,0,no,RATE,67.3,no,2009-Q1,1,Homeownership Rate,Rates
HOR,0,no,RATE,67.4,no,2009-Q2,1,Homeownership Rate,Rates
HOR,0,no,RATE,67.6,no,2009-Q3,1,Homeownership Rate,Rates
HOR,0,no,RATE,67.2,no,2009-Q4,1,Homeownership Rate,Rates
E_HOR,0,no,RATE,0.5,yes,2009-Q1,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2009-Q2,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2009-Q3,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2009-Q4,1,Error Homeownership Rate,Error
HVR,0,no,RATE,2.7,no,2009-Q1,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,2.5,no,2009-Q2,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,2.6,no,2009-Q3,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,2.7,no,2009-Q4,1,Homeowner Vacancy Rate,Rates
E_HVR,0,no,RATE,0.1,yes,2009-Q1,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2009-Q2,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2009-Q3,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2009-Q4,1,Error Homeowner Vacancy Rate,Error
RVR,0,no,RATE,10.1,no,2009-Q1,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,10.6,no,2009-Q2,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,10.7,no,2009-Q4,1,Rental Vacancy Rate,Rates
E_RVR,0,no,RATE,0.4,yes,2009-Q1,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2009-Q2,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2009-Q3,1,Error Rental Vacancy Rate,Error
SAHOR,0,yes,RATE,67.4,no,2009-Q2,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,67.4,no,2009-Q3,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,67.2,no,2009-Q4,1,Seasonal Adjusted Home Owner Rate,Rates
TOTAL,0,no,ESTIMATE,131490,no,2009-Q4,1,Total Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,19137,no,2009-Q1,1,Total Vacant Housing Units,Total Housing Units
RVR,0,no,RATE,11.1,no,2009-Q3,1,Rental Vacancy Rate,Rates
E_RVR,0,no,RATE,0.4,yes,2009-Q4,1,Error Rental Vacancy Rate,Error
SAHOR,0,yes,RATE,67.4,no,2009-Q1,1,Seasonal Adjusted Home Owner Rate,Rates
URE,0,no,ESTIMATE,1259,no,2010-Q3,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
VACANT,0,no,ESTIMATE,18551,no,2010-Q4,1,Total Vacant Housing Units,Total Housing Units
OCC,0,no,ESTIMATE,112726,no,2010-Q2,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,112941,no,2010-Q3,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,113445,no,2010-Q4,1,Total Occupied housing Units,Total Housing Units
OCCUSE,0,no,ESTIMATE,2225,no,2010-Q1,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,2155,no,2010-Q2,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,2277,no,2010-Q3,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,2399,no,2010-Q4,1,Held Off the Market and for Occasional Use,Vacant Inventory
OFFMAR,0,no,ESTIMATE,7169,no,2010-Q1,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,7150,no,2010-Q2,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,7120,no,2010-Q3,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,7296,no,2010-Q4,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3646,no,2010-Q1,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3756,no,2010-Q2,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3585,no,2010-Q3,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3629,no,2010-Q4,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OWNOCC,0,no,ESTIMATE,75480,no,2010-Q1,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,75417,no,2010-Q2,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,75533,no,2010-Q3,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,75417,no,2010-Q4,1,Owner Occupied Units,Occupied Inventory
RENT,0,no,ESTIMATE,4451,no,2010-Q1,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,4464,no,2010-Q2,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,4373,no,2010-Q3,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,4003,no,2010-Q4,1,Vacant Housing Units For Rent,Vacant Inventory
RNTOCC,0,no,ESTIMATE,37309,no,2010-Q2,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,37409,no,2010-Q3,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,38029,no,2010-Q4,1,Renter Occupied Units,Occupied Inventory
RNTSLD,0,no,ESTIMATE,846,no,2010-Q1,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,962,no,2010-Q2,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1006,no,2010-Q3,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,850,no,2010-Q4,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
SALE,0,no,ESTIMATE,2007,no,2010-Q1,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,1976,no,2010-Q2,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,1950,no,2010-Q3,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,2068,no,2010-Q4,1,Vacant Housing Units For Sale,Vacant Inventory
SEASON,0,no,ESTIMATE,4655,no,2010-Q1,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,4473,no,2010-Q2,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,4483,no,2010-Q3,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,4332,no,2010-Q4,1,Seasonal Vacant Housing Units,Vacant Inventory
TOTAL,0,no,ESTIMATE,131626,no,2010-Q1,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,131749,no,2010-Q2,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,131874,no,2010-Q3,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,131995,no,2010-Q4,1,Total Housing Units,Total Housing Units
URE,0,no,ESTIMATE,1297,no,2010-Q1,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1238,no,2010-Q2,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1267,no,2010-Q4,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
VACANT,0,no,ESTIMATE,19126,no,2010-Q1,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,19022,no,2010-Q2,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,18933,no,2010-Q3,1,Total Vacant Housing Units,Total Housing Units
YRVAC,0,no,ESTIMATE,14471,no,2010-Q1,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,14550,no,2010-Q2,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,14448,no,2010-Q3,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,14218,no,2010-Q4,1,Year-Round Vacant Housing Units,Vacant Inventory
HOR,0,no,RATE,67.1,no,2010-Q1,1,Homeownership Rate,Rates
HOR,0,no,RATE,66.9,no,2010-Q2,1,Homeownership Rate,Rates
HOR,0,no,RATE,66.9,no,2010-Q3,1,Homeownership Rate,Rates
HOR,0,no,RATE,66.5,no,2010-Q4,1,Homeownership Rate,Rates
E_HOR,0,no,RATE,0.5,yes,2010-Q1,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2010-Q2,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2010-Q3,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2010-Q4,1,Error Homeownership Rate,Error
HVR,0,no,RATE,2.6,no,2010-Q1,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,2.5,no,2010-Q2,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,2.5,no,2010-Q3,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,2.7,no,2010-Q4,1,Homeowner Vacancy Rate,Rates
E_HVR,0,no,RATE,0.1,yes,2010-Q1,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2010-Q2,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2010-Q3,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2010-Q4,1,Error Homeowner Vacancy Rate,Error
RVR,0,no,RATE,10.6,no,2010-Q1,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,10.6,no,2010-Q2,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,10.3,no,2010-Q3,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,9.4,no,2010-Q4,1,Rental Vacancy Rate,Rates
E_RVR,0,no,RATE,0.4,yes,2010-Q1,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2010-Q2,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2010-Q3,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2010-Q4,1,Error Rental Vacancy Rate,Error
SAHOR,0,yes,RATE,67.2,no,2010-Q1,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,66.9,no,2010-Q2,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,66.7,no,2010-Q3,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,66.5,no,2010-Q4,1,Seasonal Adjusted Home Owner Rate,Rates
OCC,0,no,ESTIMATE,112500,no,2010-Q1,1,Total Occupied housing Units,Total Housing Units
RNTOCC,0,no,ESTIMATE,37020,no,2010-Q1,1,Renter Occupied Units,Occupied Inventory
OCCUSE,0,no,ESTIMATE,2241,no,2011-Q1,1,Held Off the Market and for Occasional Use,Vacant Inventory
RNTSLD,0,no,ESTIMATE,844,no,2011-Q1,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
YRVAC,0,no,ESTIMATE,14270,no,2011-Q2,1,Year-Round Vacant Housing Units,Vacant Inventory
OCC,0,no,ESTIMATE,113119,no,2011-Q1,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,113399,no,2011-Q2,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,113559,no,2011-Q3,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,114102,no,2011-Q4,1,Total Occupied housing Units,Total Housing Units
OCCUSE,0,no,ESTIMATE,2312,no,2011-Q2,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,2332,no,2011-Q3,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,2187,no,2011-Q4,1,Held Off the Market and for Occasional Use,Vacant Inventory
OFFMAR,0,no,ESTIMATE,7431,no,2011-Q1,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,7346,no,2011-Q2,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,7161,no,2011-Q3,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,7122,no,2011-Q4,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3889,no,2011-Q1,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3869,no,2011-Q2,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3839,no,2011-Q3,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3607,no,2011-Q4,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OWNOCC,0,no,ESTIMATE,75097,no,2011-Q1,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,74710,no,2011-Q2,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,75257,no,2011-Q3,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,75325,no,2011-Q4,1,Owner Occupied Units,Occupied Inventory
RENT,0,no,ESTIMATE,4102,no,2011-Q1,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,3947,no,2011-Q2,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,4240,no,2011-Q3,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,4058,no,2011-Q4,1,Vacant Housing Units For Rent,Vacant Inventory
RNTOCC,0,no,ESTIMATE,38021,no,2011-Q1,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,38687,no,2011-Q2,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,38303,no,2011-Q3,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,38778,no,2011-Q4,1,Renter Occupied Units,Occupied Inventory
RNTSLD,0,no,ESTIMATE,1017,no,2011-Q2,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1164,no,2011-Q3,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,914,no,2011-Q4,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
SALE,0,no,ESTIMATE,2005,no,2011-Q1,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,1959,no,2011-Q2,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,1862,no,2011-Q3,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,1783,no,2011-Q4,1,Vacant Housing Units For Sale,Vacant Inventory
SEASON,0,no,ESTIMATE,4616,no,2011-Q1,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,4571,no,2011-Q2,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,4376,no,2011-Q3,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,4512,no,2011-Q4,1,Seasonal Vacant Housing Units,Vacant Inventory
TOTAL,0,no,ESTIMATE,132117,no,2011-Q1,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,132239,no,2011-Q2,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,132362,no,2011-Q3,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,132491,no,2011-Q4,1,Total Housing Units,Total Housing Units
URE,0,no,ESTIMATE,1301,no,2011-Q1,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1166,no,2011-Q2,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,990,no,2011-Q3,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1329,no,2011-Q4,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
VACANT,0,no,ESTIMATE,18998,no,2011-Q1,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,18843,no,2011-Q2,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,18803,no,2011-Q3,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,18389,no,2011-Q4,1,Total Vacant Housing Units,Total Housing Units
YRVAC,0,no,ESTIMATE,14382,no,2011-Q1,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,14426,no,2011-Q3,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,13877,no,2011-Q4,1,Year-Round Vacant Housing Units,Vacant Inventory
HOR,0,no,RATE,66.4,no,2011-Q1,1,Homeownership Rate,Rates
HOR,0,no,RATE,65.9,no,2011-Q2,1,Homeownership Rate,Rates
HOR,0,no,RATE,66.3,no,2011-Q3,1,Homeownership Rate,Rates
HOR,0,no,RATE,66.0,no,2011-Q4,1,Homeownership Rate,Rates
E_HOR,0,no,RATE,0.5,yes,2011-Q1,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2011-Q2,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2011-Q3,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2011-Q4,1,Error Homeownership Rate,Error
HVR,0,no,RATE,2.6,no,2011-Q1,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,2.5,no,2011-Q2,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,2.4,no,2011-Q3,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,2.3,no,2011-Q4,1,Homeowner Vacancy Rate,Rates
E_HVR,0,no,RATE,0.1,yes,2011-Q1,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2011-Q2,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2011-Q3,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2011-Q4,1,Error Homeowner Vacancy Rate,Error
RVR,0,no,RATE,9.7,no,2011-Q1,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,9.2,no,2011-Q2,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,9.8,no,2011-Q3,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,9.4,no,2011-Q4,1,Rental Vacancy Rate,Rates
E_RVR,0,no,RATE,0.4,yes,2011-Q1,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2011-Q2,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2011-Q3,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2011-Q4,1,Error Rental Vacancy Rate,Error
SAHOR,0,yes,RATE,66.5,no,2011-Q1,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,66.0,no,2011-Q2,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,66.1,no,2011-Q3,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,65.9,no,2011-Q4,1,Seasonal Adjusted Home Owner Rate,Rates
OCCUSE,0,no,ESTIMATE,2199,no,2012-Q1,1,Held Off the Market and for Occasional Use,Vacant Inventory
OFFMAR,0,no,ESTIMATE,7191,no,2012-Q3,1,Held Off the Market Vacant Housing Units,Vacant Inventory
RNTSLD,0,no,ESTIMATE,1051,no,2012-Q2,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
SALE,0,no,ESTIMATE,1476,no,2012-Q3,1,Vacant Housing Units For Sale,Vacant Inventory
VACANT,0,no,ESTIMATE,18149,no,2012-Q3,1,Total Vacant Housing Units,Total Housing Units
E_HOR,0,no,RATE,0.5,yes,2012-Q1,1,Error Homeownership Rate,Error
OCC,0,no,ESTIMATE,114145,no,2012-Q1,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,114228,no,2012-Q2,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,114741,no,2012-Q3,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,115125,no,2012-Q4,1,Total Occupied housing Units,Total Housing Units
OCCUSE,0,no,ESTIMATE,2413,no,2012-Q2,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,2271,no,2012-Q3,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,2257,no,2012-Q4,1,Held Off the Market and for Occasional Use,Vacant Inventory
OFFMAR,0,no,ESTIMATE,7633,no,2012-Q1,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,7613,no,2012-Q2,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,7303,no,2012-Q4,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,4053,no,2012-Q1,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3930,no,2012-Q2,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3808,no,2012-Q3,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,3759,no,2012-Q4,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OWNOCC,0,no,ESTIMATE,74616,no,2012-Q1,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,74851,no,2012-Q2,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,75107,no,2012-Q3,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,75270,no,2012-Q4,1,Owner Occupied Units,Occupied Inventory
RENT,0,no,ESTIMATE,3860,no,2012-Q1,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,3766,no,2012-Q2,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,3810,no,2012-Q3,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,3865,no,2012-Q4,1,Vacant Housing Units For Rent,Vacant Inventory
RNTOCC,0,no,ESTIMATE,39530,no,2012-Q1,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,39377,no,2012-Q2,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,39634,no,2012-Q3,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,39854,no,2012-Q4,1,Renter Occupied Units,Occupied Inventory
RNTSLD,0,no,ESTIMATE,848,no,2012-Q1,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
